id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Avg. pub. year>	description	url
1	Sustainability Science	-0.6146	2.4397	12	537	3012	168			
2	International Sociology	2.628	0.279	2	9	23	3			
3	Computers	-1.236	2.1229	13	2	4	2			
4	Environmental Politics	-0.773	2.6862	12	1	2	2			
5	Socio-Ecological Practice Research	-0.9332	2.4551	13	5	10	2			
6	College Teaching	2.4199	-0.0815	1	50	133	9			
7	Journal of Statistical Software	1.6593	1.5605	6	2	4	2			
8	New Directions for Adult and Continuing Education	-0.5928	2.3682	12	64	206	17			
9	Educational Psychologist	2.4805	0.0683	1	34	98	10			
10	Environment International	-1.3706	2.4114	13	1	2	2			
11	Local Economy The Journal of the Local Economy Policy Unit	-1.3929	2.3272	13	1	2	2			
12	Field Methods	1.8006	1.802	6	22	58	5			
13	European Educational Research Journal	-0.7049	2.3519	12	14	38	5			
14	Channel View Publications eBooks	-0.5822	2.2107	12	3	6	2			
15	Teachers College Record The Voice of Scholarship in Education	2.3901	0.0518	1	40	113	9			
16	International Journal of Environmental Science and Technology	1.7773	1.9979	6	11	26	3			
17	South African Journal of Accounting Research	1.493	2.0597	6	2	4	2			
18	Qualitative Research in Psychology	2.4628	-0.1121	1	72	251	20			
19	SHILAP Revista de lepidopterología	2.4926	-0.0572	1	123	416	31			
20	Conservation Letters	1.7811	1.761	6	12	27	4			
21	Comunicar	-0.7308	2.243	13	2	4	2			
22	Elsevier eBooks	2.3275	0.3673	2	71	243	22			
23	Medical Entomology and Zoology	-2.2326	1.067	17	159	621	47			
24	New Directions for Student Services	-1.1019	1.9918	13	4	8	2			
25	Center for Educational Policy Studies Journal	-0.7212	2.4338	12	32	95	8			
26	International Journal of Progressive Education	-1.0403	2.0077	13	2	4	2			
27	Computer Applications in Engineering Education	1.4979	2.0299	6	5	13	3			
28	Teaching and Learning in Medicine	1.5328	2.0905	6	5	10	2			
29	European Journal of Open Distance and E-Learning	-1.2193	2.343	13	4	8	2			
30	Journal of Research in International Education	-0.7308	2.3693	13	3	6	2			
31	TRENDS IN THE SCIENCES	-2.3769	0.8369	17	5	10	2			
32	QUT ePrints (Queensland University of Technology)	1.9313	2.1272	6	3	6	2			
33	Western CEDAR (Western Washington University)	1.7033	1.7383	6	17	39	4			
34	International Journal of Emerging Technologies in Learning (iJET)	-0.8059	2.3616	13	5	10	3			
35	Progress in Development Studies	-0.7304	2.303	13	3	6	2			
36	Verlag Barbara Budrich eBooks	-0.6176	2.4905	12	46	163	13			
37	Ra Ximhai	-2.3673	-0.1296	20	9	18	2			
38	Design Management Journal (Former Series)	1.6357	1.5907	6	4	8	2			
39	Frontiers in Public Health	-1.0756	2.3955	13	8	22	4			
40	DergiPark (Istanbul University)	1.6891	1.7848	6	16	42	4			
41	Journal of Biological Education	1.7031	1.9342	6	23	65	7			
42	Ecological Engineering	-2.3773	-0.2148	20	10	22	3			
43	International Legal Materials	-0.8476	2.2433	13	11	26	5			
44	Economies	-1.1776	2.1216	13	4	8	2			
45	Canadian Journal of Educational Administration and Policy	-0.7409	2.4149	12	15	41	4			
46	Revista Electrónica Educare	-2.2039	-0.1389	20	18	39	3			
47	Figshare	-2.5635	1.2086	17	9	18	2			
48	Journal of Technology and Science Education	1.6635	1.978	6	12	26	3			
49	Scandinavian Journal of Educational Research	1.6445	1.9643	6	9	21	3			
50	Public Understanding of Science	-2.3654	1.5678	17	1	2	2			
51	Land	2.2816	0.5024	2	13	35	6			
52	Methodology of educational measurement and assessment	-0.9482	2.03	13	3	6	2			
53	Behavioral Sciences	2.1873	0.4914	2	5	10	2			
54	Accounting Education	-0.8606	2.1848	13	21	49	6			
55	The International Encyclopedia of Communication Research Methods	-2.4247	1.2299	17	12	27	3			
56	edoc (University of Basel)	1.6282	1.5601	6	2	4	2			
57	European Political Science	2.6124	0.6382	2	1	2	2			
58	Journal of Community Psychology	1.7797	1.5785	6	3	6	2			
59	Industrial and Commercial Training	-0.4608	2.5555	12	4	9	3			
60	Nature Communications	1.5738	1.6932	6	7	16	4			
61	Procedia Engineering	-1.0804	2.3682	13	8	21	4			
62	European Journal of Information Systems	1.9301	2.0808	6	3	6	2			
63	Science Technology & Human Values	-0.9715	2.1606	13	7	18	4			
64	The Learning Organization	-2.4696	1.188	17	9	20	3			
65	Philosophical Transactions of the Royal Society B Biological Sciences	1.767	2.0353	6	6	12	2			
66	European Journal of Teacher Education	2.4526	-0.2002	1	16	40	5			
67	Entrepreneurship Theory and Practice	2.3064	0.5756	2	9	19	3			
68	Earth System Governance	2.3365	0.2172	2	6	12	2			
69	Economics & Sociology	-1.3831	2.3567	13	1	2	2			
70	Journal of Human Development and Capabilities	1.5172	1.6496	6	4	8	2			
71	Journal of Nursing Education	-2.3397	0.8048	18	0	0	2			
72	Construction Management and Economics	-2.4335	0.4876	19	0	0	2			
73	Educational Research	1.7411	1.8053	6	29	85	7			
74	Harvard Educational Review	1.8141	1.8238	6	17	48	6			
75	Sustainable Earth Reviews	1.7489	1.6933	6	7	14	2			
76	Creative Education	-0.5469	2.5115	12	23	66	6			
77	Planning for higher education	-0.5613	2.4074	12	71	271	22			
78	Theory and Research in Education	-0.86	2.2952	13	10	32	7			
79	Management Research News	1.5109	1.617	6	5	10	2			
80	International journal on teaching and learning in higher education	-0.9411	2.4327	13	7	15	3			
81	Adult Education Quarterly	-0.5407	2.3309	12	19	55	6			
82	International Journal of Global Warming	1.8288	1.7962	6	9	18	2			
83	The Clearing House A Journal of Educational Strategies Issues and Ideas	-0.9712	2.1263	13	8	19	4			
84	Dykinson eBooks	-0.746	2.4244	13	3	6	2			
85	Clean Technologies and Environmental Policy	-0.6052	2.2901	12	12	35	5			
86	The TQM Journal	-1.1399	2.2946	13	12	27	3			
87	Environmental Values	-1.13	2.3389	13	11	26	3			
88	ACM Transactions on Computing Education	-0.7816	2.2347	13	2	6	3			
89	Innovative Higher Education	-0.5413	2.4376	12	53	178	15			
90	Public administration and public policy	-2.1881	1.0785	17	21	42	2			
91	Journal of Education and Training Studies	1.8263	1.7296	6	8	19	3			
92	Environmental Innovation and Societal Transitions	1.5294	1.8689	6	13	30	4			
93	Natural Resources Forum	-0.8043	2.2546	13	3	6	2			
94	Natural Science/Natural science	1.5908	1.9875	6	7	14	2			
95	Healthcare	1.8757	2.1041	6	2	4	2			
96	IEEE Access	-0.9695	2.5293	13	3	6	2			
97	Open Access CRIS of the University of Bern	-0.6465	2.5183	12	14	34	3			
98	Journal of Product Innovation Management	-0.4841	2.6383	12	7	14	2			
99	International Studies in Sociology of Education	-0.3934	2.3337	12	4	8	2			
100	Journal of Global Responsibility	-0.5003	2.4263	12	22	63	6			
101	PUB – Publications at Bielefeld University (Bielefeld University)	-0.7116	2.5378	12	14	38	5			
102	Current Opinion in Behavioral Sciences	1.8339	1.9078	6	8	16	2			
103	Journal of Moral Education	1.768	2.0156	6	9	21	3			
104	New Directions for Institutional Research	-0.9006	2.0993	13	6	14	3			
105	Management of Environmental Quality An International Journal	1.5803	1.5763	6	3	6	2			
106	Journal of Public Economics	2.6459	0.3562	1	6	12	2			
107	Environmental Policy and Governance	1.8273	2.0039	6	4	8	2			
108	Revista de educación/Revista de educación	-2.6322	0.2032	20	14	36	4			
109	International Journal of Project Management	-2.4776	-0.4232	21	0	0	2			
110	Psychological Methods	2.5116	0.2581	2	11	26	4			
111	The Journal of Economic Education	-2.4615	1.0935	17	9	19	3			
112	Journal of educational multimedia and hypermedia	2.168	0.2576	1	7	14	2			
113	Asian Social Science	2.7701	0.5014	2	7	14	2			
114	Organization Management Journal	1.61	1.5799	6	3	6	2			
115	Curriculum Perspectives	-1.3608	2.2244	13	2	4	2			
116	Human Behavior and Emerging Technologies	1.6117	1.915	6	13	32	4			
117	Written Communication	-1.8939	-1.4972	24	0	0	2			
118	Journal of Geography in Higher Education	2.5101	-0.0705	1	113	400	28			
119	Revista Española de Educación Comparada	-1.2504	2.4197	13	2	4	3			
120	Technology Innovation Management Review	-0.9361	2.3955	13	11	25	3			
121	Climate change management	1.7101	1.6969	6	11	34	6			
122	Bulletin of the American Meteorological Society	-0.9377	1.9039	13	1	2	2			
123	Encyclopedia of the UN sustainable development goals	1.6947	1.9053	6	34	125	14			
124	Peter Lang eBooks	-0.7402	2.5762	13	2	4	2			
125	International Journal of STEM Education	1.6637	1.9412	6	31	79	8			
126	Teachers and Teaching	2.3246	-0.0838	1	20	52	6			
127	She ji	1.6492	1.7079	6	22	69	9			
128	State University of New York Press eBooks	1.787	1.9054	6	10	24	4			
129	Journal of Research in Personality	1.8413	1.8414	6	7	14	2			
130	International Journal of Intercultural Relations	2.566	-0.1269	1	16	42	6			
131	Open Journal of Social Sciences	1.7355	1.9663	6	9	20	3			
132	Applied Linguistics	1.5537	1.6129	6	2	4	2			
133	The International Journal of Environmental and Science Education	-0.7535	2.3709	12	17	44	7			
134	Current Opinion in Environmental Sustainability	-0.583	2.4631	12	78	321	26			
135	Social Indicators Research	1.7874	1.8782	6	19	61	7			
136	International Journal of Social Science and Human Research	-1.1883	2.4058	13	4	8	2			
137	Canadian Journal of Education / Revue canadienne de l éducation	-2.2352	1.371	17	14	29	4			
138	Accounting and Business Research	-0.7384	2.1469	13	4	8	2			
139	Journal of Environmental Management	1.686	1.91	6	31	98	12			
140	Corporate Social Responsibility and Environmental Management	2.5483	0.2982	2	24	68	10			
141	The International Journal of Human Resource Management	-0.3765	2.4769	12	5	10	2			
142	International Journal of Inclusive Education	-1.126	2.4911	13	5	11	3			
143	Equity & Excellence in Education	-1.9297	0.9262	17	4	8	2			
144	International Research in Geographical and Environmental Education	1.7489	1.859	6	90	309	21			
145	International Journal of Climate Change Strategies and Management	-0.7211	2.2177	12	6	15	3			
146	Journal of Planning Education and Research	-0.8932	2.1923	13	11	27	4			
147	Social Forces	-1.7167	-1.8122	25	0	0	2			
148	Nurse Education in Practice	1.8422	2.1939	6	3	6	2			
149	Journal of Educational Psychology	2.2858	0.0969	1	12	24	4			
150	Regional Sustainability	1.4961	1.6651	6	3	6	2			
151	Journal of Computing in Higher Education	-1.1923	2.3517	13	7	15	3			
152	American Psychological Association eBooks	1.8622	1.7685	6	8	19	3			
153	Journal of Educational Computing Research	2.5937	0.0611	1	20	45	4			
154	Annals of Tourism Research	-1.0503	2.6275	13	3	6	2			
155	Luna Azul	-2.2723	-0.1532	20	18	44	4			
156	International Journal of Educational Technology in Higher Education	2.5854	-0.0776	1	33	90	8			
157	Accounting Auditing & Accountability Journal	-0.8883	2.2313	13	14	34	5			
158	Urban Policy and Research	1.8034	1.5947	6	2	4	2			
159	Journal of Integrative Environmental Sciences	-1.0397	2.2794	13	21	82	10			
160	Climate	2.1418	0.1244	1	3	6	3			
161	Research Online (University of Wollongong)	-0.6411	2.1624	12	9	20	5			
162	Project Management Journal	-0.9042	1.9106	13	3	6	2			
163	Change The Magazine of Higher Learning	-0.5169	2.4565	12	15	44	5			
164	Industrial Management & Data Systems	2.3562	0.6915	2	5	10	2			
165	Zeitschrift für Hochschulentwicklung	-0.7864	2.6054	12	6	14	3			
166	Innovations in higher education teaching and learning	-1.1212	2.4069	13	7	14	2			
167	Sociology	1.5288	1.9828	6	6	12	2			
168	Journal of Turkish Science Education	2.7265	0.1807	1	11	26	4			
169	Climate and Development	1.6433	2.0948	6	3	6	3			
170	African Journal of Agricultural Research	1.7954	1.8455	6	12	24	2			
171	The Journal of Experimental Education	1.7549	1.5849	6	6	12	2			
172	Review of Educational Research	2.6682	-0.1726	1	16	45	7			
173	Business Strategy and the Environment	2.4757	0.3647	2	60	196	14			
174	European Journal of Education Studies	1.4436	1.9156	6	2	4	2			
175	Environmental Conservation	-0.4121	2.5615	12	2	4	2			
176	Journal of Retailing and Consumer Services	2.7161	0.4434	2	6	12	2			
177	Zenodo (CERN European Organization for Nuclear Research)	-0.9977	2.1149	13	8	19	4			
178	Nature Sustainability	1.6692	1.8262	6	63	234	19			
179	Academe	-0.365	2.4139	12	3	6	2			
180	Sport Education and Society	-1.0366	2.4258	13	8	18	3			
181	Risk Analysis	1.806	1.749	6	11	25	3			
182	IOP Conference Series Materials Science and Engineering	-2.5673	1.1575	17	3	6	2			
183	The Journal of the Abraham Lincoln Association	-0.7105	2.2299	13	2	4	2			
184	Tertiary Education and Management	-0.6652	2.3194	12	16	45	5			
185	Learning and Instruction	2.5314	0.0432	1	39	106	7			
186	Organizational Behavior and Human Decision Processes	2.4231	0.4726	2	48	143	12			
187	Technometrics	1.9391	1.7961	6	5	10	2			
188	Journal of Marketing Education	-2.2765	1.4805	17	11	31	5			
189	The Qualitative Report	-0.5325	2.3518	12	23	62	6			
190	People and Nature	-1.0751	2.0122	13	3	6	2			
191	Education + Training	2.5419	-0.0831	1	35	99	8			
192	Journal of Industrial and Production Engineering	-0.8717	2.2474	13	5	13	3			
193	Group & Organization Studies	-0.5523	2.2126	12	6	12	2			
194	Mountain Research and Development	-1.0564	2.0284	13	3	6	2			
195	South African Journal of Higher Education	-0.9618	2.431	13	7	17	4			
196	Energies	1.713	1.9915	6	7	17	3			
197	California Management Review	2.5355	0.4928	2	17	45	5			
198	Climate Policy	1.888	1.8645	6	5	10	2			
199	Electronics	-0.8832	2.2046	13	15	40	6			
200	Foro de Educación	-2.5744	0.064	20	21	72	9			
201	Journal of Personality and Social Psychology	1.5703	1.9102	6	22	59	6			
202	Academy of Management Proceedings	-0.713	2.2058	13	3	6	2			
203	Economic Research-Ekonomska Istraživanja	-1.0097	1.8988	13	1	2	2			
204	International Journal of Medical Education	1.857	1.9008	6	9	21	3			
205	Gothenburg University Publications Electronic Archive (Gothenburg University)	-1.9443	1.4033	17	5	10	2			
206	BioScience	-2.209	1.0981	17	22	48	3			
207	Education for Chemical Engineers	-0.9482	2.2767	13	17	45	6			
208	Journal of Hospitality & Tourism Education	-1.1869	2.3131	13	6	14	3			
209	The Journal of Indonesia Sustainable Development Planning	1.5612	1.7946	6	8	16	2			
210	Energy Procedia	-2.2625	-0.1868	20	32	85	7			
211	Active Learning in Higher Education	2.4136	0.0099	1	58	157	14			
212	Land Use Policy	-0.9267	2.2519	13	16	51	7			
213	Renewable and Sustainable Energy Reviews	-1.0806	2.3005	13	9	26	5			
214	Journal of Technical Education and Training	1.4626	1.7	6	3	6	2			
215	Instructional Science	2.4289	0.1102	1	16	41	4			
216	AJP Advances in Physiology Education	1.4118	1.797	6	3	6	2			
217	Proceedings of the ... International Conference on Business Excellence	-0.8121	2.2005	13	3	6	2			
218	The Lancet	1.8223	1.8438	6	42	132	14			
219	Journal of the Learning Sciences	-0.9667	2.0078	13	3	6	2			
220	Etikk i praksis - Nordic Journal of Applied Ethics	-0.6247	2.7317	12	1	2	2			
221	Chemistry Education Research and Practice	1.6034	1.8505	6	19	54	7			
222	Nomos eBooks	-1.0502	2.569	13	3	6	2			
223	Journal of Business Venturing	2.3529	0.5261	2	19	45	5			
224	International Journal of Educational Development	2.5361	0.379	2	42	145	13			
225	The Journal of Marketing Theory and Practice	1.4258	1.9324	6	4	8	2			
226	Human Resource Management	2.246	0.3349	2	5	10	2			
227	Advances in Health Sciences Education	-0.4924	2.2837	12	9	25	4			
228	International Journal of Environmental Research and Public Health	2.3853	0.4849	2	129	441	29			
229	Production Planning & Control	2.0211	1.7183	6	4	8	2			
230	Qualitative Market Research An International Journal	2.0699	1.8744	6	4	8	2			
231	Applied Psychological Measurement	-0.5309	2.2261	12	8	16	2			
232	Geoforum	-0.7487	2.3238	12	10	22	4			
233	Journal of European Industrial Training	2.5243	0.5453	2	14	35	5			
234	Humanities and Social Sciences Communications	-0.9292	2.1905	13	7	17	4			
235	Universe Books	1.9906	1.6803	6	3	6	2			
236	Theory Into Practice	-1.0633	2.2923	13	19	63	7			
237	Journal of Hospitality and Tourism Management	-1.2586	2.2362	13	5	10	2			
238	Educational Technology Research and Development	2.6104	0.028	1	41	123	11			
239	International Journal of Development Education and Global Learning	-0.5348	2.6545	12	5	10	2			
240	Journal of Engineering Education	-0.9639	2.2186	13	51	146	14			
241	Socio-Environmental Systems Modeling	-0.6614	2.4209	12	53	210	22			
242	Journal of Global Ethics	-0.657	2.2706	12	8	20	3			
243	OECD green growth studies	-0.9882	2.0552	13	4	9	3			
244	Discourse Studies in the Cultural Politics of Education	-1.3508	2.4723	13	1	2	2			
245	Continuum eBooks	-2.414	1.5392	17	3	6	2			
246	Frontiers in Environmental Science	1.4726	1.9911	6	2	4	2			
247	Tecné Episteme y Didaxis TED	-2.3304	0.1858	20	3	6	2			
248	Oxford Review of Education	-0.706	2.5561	12	9	21	3			
249	International Journal of Science Education	1.691	1.8714	6	102	348	22			
250	PLoS ONE	1.7566	1.879	6	90	310	23			
251	Journal of Innovation and Entrepreneurship	-0.7914	2.2932	13	4	8	2			
252	The World Bank eBooks	-0.709	2.3125	13	2	4	2			
253	Praxis	-2.2912	-0.2112	20	18	40	3			
254	Educación XX1	-2.6303	0.0497	20	21	59	6			
255	Population and Environment	-2.2625	0.8352	17	3	6	2			
256	The Journal of Open Source Software	-0.8781	2.3577	13	10	23	3			
257	Journal of Classification	2.8713	-0.1645	1	7	14	2			
258	Russian Journal of Sociology	-0.7852	2.084	13	9	18	2			
259	International Journal of Psychology	-0.4977	2.5155	12	11	24	3			
260	Perspectives in Education	1.5666	1.8243	6	10	29	5			
261	Global Ecology and Conservation	-1.3905	-2.1162	26	0	0	2			
262	On the Horizon The International Journal of Learning Futures	1.4455	1.7621	6	2	4	2			
263	Ethics and Education	-0.4072	2.2247	12	1	2	2			
264	International Journal of Early Childhood	-0.7546	2.4402	12	9	23	3			
265	Gothic.net	-0.6434	2.4513	13	2	4	2			
266	International Journal of Qualitative Methods	-2.3502	1.1629	17	34	121	14			
267	Nature Climate Change	2.2948	-0.0124	1	29	82	11			
268	Business & Society	-0.7055	2.255	13	2	4	2			
269	Nature Energy	2.7655	0.6142	2	3	6	2			
270	Social Sciences	-2.0151	1.1201	17	14	36	4			
271	Language Teaching	-1.2522	2.1954	13	9	18	3			
272	Marine Policy	-0.6016	-2.5192	28	0	0	2			
273	Educational Review	-1.1876	2.2779	13	5	11	3			
274	Australasian journal of engineering education	-0.742	2.1755	13	3	6	2			
275	Sustainable development goals series	1.7635	1.808	6	81	296	24			
276	RePEc: Research Papers in Economics	-0.6645	2.3874	12	27	78	10			
277	International Journal of Nursing Studies	-0.2927	-2.5196	29	0	0	2			
278	Educational Psychology Review	2.5391	0.095	1	82	237	15			
279	Competitiveness Review An International Business Journal incorporating Journal of Global Competitiveness	-2.58	1.3131	17	4	8	2			
280	Max Planck Institute for Plasma Physics	-0.7231	2.5143	12	13	36	4			
281	Administrative Sciences	-1.2158	2.1423	13	2	4	3			
282	International Journal of Higher Education and Sustainability	-0.779	2.4265	12	9	21	3			
283	Journal of Urban Design	-0.8731	2.0796	13	5	10	2			
284	Springer eBooks	1.687	2.1069	6	4	8	2			
285	Organizational Behavior Teaching Review	-0.5569	2.3867	12	51	163	13			
286	Tourism Recreation Research	1.5105	1.8026	6	6	12	2			
287	Higher Education in Europe	-0.7556	2.1294	13	2	4	2			
288	Learning Environments Research	-1.0473	1.9019	13	1	2	2			
289	Geographical Research	-1.0865	1.909	13	1	2	2			
290	Games and Culture	2.3162	-0.1688	1	6	12	2			
291	International Journal of Construction Education and Research	-0.8114	2.4141	13	5	12	3			
292	International Journal of Contemporary Hospitality Management	-1.0353	2.4471	13	17	40	4			
293	Education Sciences	1.6588	1.8855	6	144	542	39			
294	Critical Studies in Education	-0.7483	2.23	12	5	10	2			
295	KTH Publication Database DiVA (KTH Royal Institute of Technology)	-1.0127	2.2252	13	23	75	11			
296	Decision Sciences Journal of Innovative Education	-0.7932	2.2875	12	5	10	2			
297	The urban book series	-0.936	2.1496	13	8	18	3			
298	Quality of Life Research	1.8418	1.8871	6	8	16	2			
299	RMIT Research Repository (RMIT University Library)	-0.8312	2.0928	13	5	12	3			
300	Journal of Environmental Economics and Management	-1.2885	2.3869	13	4	8	2			
301	Bibliothèque et Archives nationales du Québec (Québec government)	-1.0747	2.0823	13	4	8	2			
302	Social Business	2.4439	0.1682	2	5	10	2			
303	Sains Humanika	1.8833	1.69	6	4	8	2			
304	Oxford Review of Economic Policy	-1.1353	2.2141	13	5	12	3			
305	Building Research & Information	0.1558	-2.4757	30	0	0	2			
306	Journal of Environmental Planning and Management	-0.8999	2.306	13	8	23	5			
307	Developments in marketing science: proceedings of the Academy of Marketing Science	-0.6211	2.2025	13	2	4	2			
308	Journal of Marketing Analytics	2.5057	0.586	2	8	16	2			
309	International Journal of Educational Management	-2.0462	1.382	17	11	23	4			
310	Interdisciplinary Journal of Problem-based Learning	-2.2897	1.1457	17	46	117	8			
311	School Science and Mathematics	1.5323	1.8205	6	5	10	2			
312	TESOL Quarterly	-1.0063	2.5081	13	6	13	3			
313	Long Range Planning	-0.4697	2.5987	12	4	8	2			
314	Cities	-0.8081	2.6253	13	1	2	2			
315	Policy Studies	2.2276	0.2709	2	7	15	3			
316	Amfiteatru Economic	2.624	0.5315	2	11	29	4			
317	Comparative Education Review	-2.0148	1.458	17	8	18	3			
318	International Journal of Research & Method in Education	-2.1949	1.4634	17	11	25	3			
319	Poiesis & Praxis	-2.1684	1.0991	17	21	42	2			
320	Waste Management	-1.0875	2.218	13	10	27	4			
321	AMBIO	-0.62	2.348	12	45	115	8			
322	Agricultural Systems	0.5683	-2.4941	31	0	0	2			
323	International Organization	1.5074	1.7519	6	5	10	2			
324	MINISTERIO DE EDUCACION	-0.6923	2.4624	12	18	65	9			
325	Australian Journal of Environmental Education	-0.6119	2.3902	12	98	342	25			
326	Meditari Accountancy Research	2.5134	0.3227	2	30	84	7			
327	Entrepreneurship Education	2.24	0.7102	2	5	10	2			
328	International Journal of Art & Design Education	-1.388	2.2025	13	2	4	2			
329	Journal of Hispanic Higher Education	2.6485	0.4664	2	14	28	2			
330	Zukunft der Hochschulbildung	1.0775	-2.3007	32	0	0	2			
331	Sociology of Education	1.4246	1.8344	6	4	8	2			
332	Nurse Education Today	1.8373	1.9295	6	12	29	6			
333	MedEdPublish	-1.2138	2.371	13	3	6	2			
334	BMJ	-1.025	2.3901	13	16	44	7			
335	Nomos Verlagsgesellschaft mbH & Co. KG eBooks	-0.6231	2.5393	12	22	59	6			
336	Environmental Education Research	1.6828	1.8339	6	650	3699	191			
337	ePrints Soton (University of Southampton)	-0.6376	2.3125	12	16	47	5			
338	IGI Global eBooks	-0.8682	1.9217	13	1	2	3			
339	Development Policy Review	-0.7897	2.1577	13	4	8	2			
340	Journal of higher education outreach & engagement/Journal of higher education outreach and engagement.	-1.8881	0.9699	17	5	10	3			
341	Revista de Contabilidad	-0.9152	2.4868	13	3	6	2			
342	Organizational Research Methods	2.3924	0.3994	2	24	64	6			
343	Journal of Further and Higher Education	2.3803	-0.1543	1	22	58	6			
344	Sustainable Production and Consumption	2.4954	0.4461	2	56	170	12			
345	Environmental Development	1.5988	1.6025	6	2	4	2			
346	The Anthropocene Review	-0.9039	2.0433	13	3	6	2			
347	Psychometrika	2.3414	0.5044	2	25	66	6			
348	The International Journal of Logistics Management	-2.4286	1.182	17	9	18	2			
349	Canadian Journal of University Continuing Education	-0.9973	2.4687	13	7	14	2			
350	ECS Transactions	1.7921	1.71	6	8	16	2			
351	Journal of Science and Technology Policy Management	2.3369	0.4516	2	11	24	3			
352	American Journal of Public Health	-0.7583	2.5165	12	8	21	4			
353	GAIA - Ecological Perspectives for Science and Society	-0.6496	2.427	12	58	225	18			
354	American Political Science Review	2.7811	0.4537	2	5	10	2			
355	Journal of Applied Research in Higher Education	2.465	0.3383	2	31	83	8			
356	Environmental Research Letters	-1.1005	2.1936	13	17	38	5			
357	PLOS Climate	1.7552	1.7176	6	9	21	3			
358	Environmental Policy and Law	2.7089	0.3324	2	16	43	5			
359	Revista Española de Pedagogía	-2.812	0.0668	20	10	22	3			
360	Management Decision	2.57	0.2542	2	8	19	3			
361	Nonprofit Management and Leadership	-1.1292	2.1324	13	5	10	2			
362	Environmental discourses in science education	1.663	2.1058	6	4	8	2			
363	American Psychologist	2.552	0.1663	1	42	114	9			
364	Culture Unbound Journal of Current Cultural Research	-1.1596	2.6242	13	2	4	3			
365	Frontiers in Ecology and the Environment	-1.3089	2.5354	13	1	2	2			
366	Qualitative Psychology	-0.4279	2.5345	12	9	22	3			
367	Zurich Open Repository and Archive (University of Zurich)	1.6077	1.6514	6	6	13	3			
368	Conservation Science and Practice	1.6023	2.0849	6	3	6	2			
369	Language and Intercultural Communication	-2.044	1.5161	17	3	6	2			
370	Industry and Higher Education	1.6966	-1.9105	34	0	0	2			
371	Sustainability Accounting Management and Policy Journal	-0.5433	2.4128	12	58	194	17			
372	Wageningen Academic Publishers eBooks	1.955	1.847	6	3	6	2			
373	Distance Education	2.596	-0.1727	1	16	36	4			
374	The International Journal of Climate Change Impacts and Responses	1.7246	1.6244	6	5	10	2			
375	Energy Research & Social Science	2.2138	-0.0429	1	15	36	6			
